Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Paraguay,PRY,99.9043590215192,100,100,100,100,100,99.9981504087597,99.9982646721966,99.9950194242454,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Peru,PER,75.8183661645423,81.1891131867028,72.0191534468894,65.3135545087033,58.7110699969164,59.1909866682863,55.8428531624408,55.0365856767713,53.5067278057581,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Philippines,PHL,23.0257910130284,17.2201368955619,17.5034781536728,14.3647984432403,16.1835550221141,15.8072382551961,11.5187033155207,14.0193130565514,14.0590502050164,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Poland,POL,1.05419782018376,1.47093746071214,1.27018486725884,1.48147214996126,1.39098959343287,1.57158832988135,1.85881888610915,1.42902683946591,1.25965456895326,1.48813881973935,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Portugal,PRT,32.2941280197496,26.1067047864982,22.6490447957839,21.5199590583419,14.9501880319324,16.7414413322016,30.0758041384962,22.2402096823928,12.335439705108,27.1836201263341,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Qatar,QAT,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Romania,ROM,17.744017167115,28.4553471714099,29.2773178939981,25.8881520276296,26.4717655028019,26.9028939574999,32.7999472112704,23.7552218584171,20.5294858270664,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Russian Federation,RUS,15.3321344875766,18.7202499121474,17.4423085630342,17.4707099572824,15.8665332602744,17.5934427223005,16.0679885263812,15.7496526593992,15.5144471263325,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Senegal,SEN,0,0,9.59409594095941,6.81475903614458,8.23148813803019,8.36249125262421,8.22496749024707,8.15614090764837,8.40579710144928,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Serbia,SRB,23.1293347660447,35.1493848857645,30.0567418656287,27.4610123119015,25.9672558442616,27.9461279461279,31.7745771317104,22.7934988428361,25.6725000691161,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Singapore,SGP,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Slovak Republic,SVK,7.37341648037024,14.9847392687837,14.0763495568142,15.9579807830202,14.0438108484006,16.8525020255411,19.1341392368191,13.3554864253394,14.4839028523016,17.0328112819786,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Slovenia,SVN,23.7062037929926,28.141514973576,23.757856434006,21.7110948613973,24.5014939935362,28.7360526797147,27.7695716395864,22.3653616539936,25.0434334984879,29.2091432913316,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,South Africa,ZAF,0.610696254194758,0.529742057477735,1.15526746953371,0.33320537428023,0.47080647623073,0.567226465166218,0.82369626881955,0.792446142940796,0.781020266534928,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Spain,ESP,16.8445696599341,12.790092385966,8.78233451292704,9.04753858845278,7.51307166423348,9.0489226330991,14.1807455081791,10.4948667903805,6.98947411394085,13.091479842972,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Sri Lanka,LKA,99.8412698412698,45.6453455168475,48.7789473684211,39.8646601353399,41.2693653173413,38.8644101742439,52.1618368669568,39.6208612111855,27.6615410469708,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Sudan,SDN,63.2343234323432,46.0490463215259,30.3030303030303,28.8986257717586,26.5710134398838,49.7303959328301,82.7043605814109,76.4872856298048,70.1462484103434,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Sweden,SWE,49.6650317843051,54.1096597833796,43.0767834959452,44.4548221713042,46.0785621839433,48.2064946853679,44.7245049171494,44.214463508459,47.4248359729866,40.1834898483815,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Switzerland,CHE,54.178637669564,55.7044340935213,49.8253802204876,53.0577840661077,53.7585965121656,53.5826246081387,54.5956912083087,51.5083567895934,56.6306245506962,56.1531835370038,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Syrian Arab Republic,SYR,23.4949616742744,12.8127850259745,10.5812300512298,9.00056932870969,6.99363771542793,4.3086727625381,5.58464223385689,7.81201665675193,10.3789919199692,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Tajikistan,TJK,90.9291303868621,98.4417772162561,98.6182462356067,97.8278266834343,97.8509939926921,98.6535955823044,99.7870398539702,99.7659810321468,99.5640391186521,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Tanzania,TZA,95.1474201474201,86.3673139158576,41.6594139831738,60.3538976566236,60.3967168262654,55.7432432432432,50.5301715828032,34.4393592677346,28.5936151855047,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Thailand,THA,11.2617710974285,6.27858757827396,5.85619351025645,5.65916667829095,4.82479345569981,4.81706865064122,3.47108163342068,5.23316195043145,5.25383955203726,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Togo,TGO,60.126582278481,57.1428571428571,41.1764705882353,46.9387755102041,73.9837398373984,72.3684210526316,51.9553072625698,82.8125,80.1801801801802,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Tunisia,TUN,0.791602133884013,0.604001510003775,0.704387106653396,0.356648955528059,0.208870013228434,0.517964857067926,0.299508805558883,0.326481257557437,0.611620795107034,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Turkey,TUR,40.2273082738126,24.7186244216391,25.0960016789658,18.715480428904,16.7676319688738,18.4577952076874,24.5236922843832,22.8158662208524,24.1611550923606,24.5781793603337,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Turkmenistan,TKM,4.79123887748118,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Ukraine,UKR,3.52079189353908,6.58262732893869,6.66863320447336,5.17143804012542,5.9775892328622,6.87482360801525,6.9740805158444,5.61485942333044,5.28273922051996,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,United Arab Emirates,ARE,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,United Kingdom,GBR,1.63868389167755,1.35853088480801,1.16742792219181,1.29195284130381,1.33970918824798,1.40483019272523,0.944243416708486,1.56055838858425,1.46451224952961,1.33457339446948,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,United States,USA,8.52850291290812,6.28939972204869,6.82732746184747,5.77298715931908,5.91101177325518,6.61618084627769,6.02307345175118,7.43611937711265,6.52132835031426,6.34818589672056,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Uruguay,URY,94.156367544331,92.9230363732209,63.9843332739897,85.6036494801613,51.3171399247349,59.3210781549566,78.8176443838108,62.6353441608662,51.1415094339623,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Uzbekistan,UZB,11.8029294274301,12.5448105155343,17.9890023566379,13.0745658835546,22.995951417004,18.6786786786787,20.9787234042553,19.5419847328244,21.352380952381,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,"Venezuela, RB",VEN,62.3438579929536,73.7484021531353,73.8983173642933,72.5007201277899,72.7939512309614,71.8866031108881,64.8644082115401,68.5488165559279,64.8202598880774,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Vietnam,VNM,61.8477133970741,54.7833289409284,33.7361347593937,34.3764923591213,35.4051991934165,36.0456868049294,29.0296407911236,38.951285907369,43.4563881313851,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,"Yemen, Rep.",YEM,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Zambia,ZMB,99.2262573318358,99.3844575532188,99.5348837209302,99.7354228146942,99.690594059406,99.7502161590931,99.7434082463281,99.6514464970373,99.6962025316456,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Zimbabwe,ZWE,46.6673787652211,45.6611865618299,66.5914221218962,70.7451701931923,74.8590163934426,74.8594157180085,67.1491431218157,56.8912710566616,59.2759683098592,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Albania,ALB,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Algeria,DZA,93.734475906607,96.745631984889,97.2520297507523,97.2577696526508,97.3282632468436,97.6286330225189,97.5116980802029,93.5225675464626,92.4229489346133,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Angola,AGO,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Argentina,ARG,39.1663381947182,54.6473962433922,46.2903180529433,51.0677929794823,54.2177888885234,51.2299149435281,50.136911937284,51.2863262706958,53.8745770760373,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Armenia,ARM,16.406099208647,45.1829472977509,24.8443023060091,25.2458460495083,26.1698440207972,20.3491447716452,22.1537513480203,32.1539082470066,42.297162767546,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Australia,AUS,9.30668170357839,7.74072732817444,9.76513152806304,13.1077710739244,14.3805127698789,16.1134925166676,17.9471414915096,19.6609283689403,19.9297664775558,20.5018768753568,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Austria,AUT,15.6625283998702,13.1142065003173,17.1323209713522,15.8084712195745,17.3101952277657,18.6021262157883,21.1237542873125,19.9624229188078,14.1244088759549,10.2600260335957,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Azerbaijan,AZE,58.422598479613,19.8459810685063,64.8453734262315,70.9067606536367,81.735434089544,85.122959508162,81.4537680384821,85.1483197004041,89.8903775883069,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bahrain,BHR,100,100,97.5565696900551,98.8352822023755,99.978088435076,100,100,100,100,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bangladesh,BGD,84.2602172788412,88.8022319447086,90.9771126760563,89.8971332752894,90.2590401818235,92.0349227669577,93.1791548083132,87.3061159794398,85.0894186259916,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Belarus,BLR,52.1353033446339,93.3297574805563,94.973436861463,99.0386125860065,96.889979456745,81.7026599947327,97.1457228829345,98.2577639751553,96.7141790317868,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Belgium,BEL,7.68935298469243,19.302187911517,27.2940674349125,29.0039531110756,29.4868573753036,32.6406521448617,33.5096625570581,28.5794535322668,28.7957538920618,26.5175099632963,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Benin,BEN,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bolivia,BOL,38.9705882352941,47.680412371134,56.2452830188679,56.749215207534,57.1084751590167,59.2876980885476,63.0487980423204,62.280094195872,64.2213810207545,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bosnia and Herzegovina,BIH,0,0,0,0,0,0.41485830993107,0.315346881569727,0.320680628272251,0.369265729299815,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Botswana,BWA,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Brazil,BRA,0.146305779078274,1.16591671204609,4.35401598237217,3.48109725551335,6.21465144352761,2.86020153565276,7.07229347836625,4.71926086539528,8.46382330954316,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Brunei Darussalam,BRN,99.061433447099,99.0955564294141,99.0600363856883,99.0279823269514,99.0359333917616,98.9756367663344,98.9978902953586,98.9530201342282,99.0076335877863,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Bulgaria,BGR,7.56507913908071,4.70402991684299,4.74484638037888,5.44052914735543,5.29337879059752,4.62707345272646,4.27233413738401,4.15209003858225,5.05807338070804,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cambodia,KHM,..,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cameroon,CMR,0,0,0,9.19320999427809,8.80126738250308,7.14162199550406,7.06899474487201,7.13933212699457,7.2040622024754,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Canada,CAN,2.00273420725623,5.52711708795963,7.15488215488215,6.7831608617509,6.79284781137362,7.60947700672448,8.56410928584583,10.096945222187,10.6466899350189,10.2549905289232,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Chile,CHL,1.0232963204877,26.0716602624882,20.6760665220535,7.9133124818404,3.66474608066461,6.47211883666546,17.6887182711719,20.877147596366,18.4212412725266,15.9563858785985,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,China,CHN,0.444781424459598,0.424483331453131,0.495396060735411,0.928941835508033,0.891099885726233,1.35791274863422,1.64454820370031,1.7858448490166,1.71895525010973,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Colombia,COL,12.3745083477735,19.1373913043478,13.7208220961592,11.8951904968854,10.3060531302514,19.1464417575111,20.1433764135703,12.5268420621261,14.4264241140895,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Congo, Dem. Rep.",ZAR,0,0,0.185553346587144,0.368909807912479,0.385126162018592,0.370086778968862,0.367600456331601,0.367833587011669,0.364047200602561,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Congo, Rep.",COG,0,0,17.8807947019868,17.3076923076923,17.3737373737374,34.5083487940631,43.6942675159236,38.1283836040217,38.1520119225037,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Costa Rica,CRI,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cote d'Ivoire,CIV,0,62.9791666666667,71.0344827586207,65.7254484105843,65.0862068965517,62.2721853176631,70.2933780385582,69.3228398098049,67.4600912200684,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Croatia,HRV,15.6907856896353,14.704230625234,16.7235494880546,25.3621388957868,20.1293385723641,17.4217949728154,18.2370169297807,24.4907493926369,24.1558441558442,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cuba,CUB,0.159744408945687,8.69478445981905,13.5588074564333,14.1454834316841,14.3503591832117,13.4261869854517,13.0424785882623,11.5653153153153,11.3498263888889,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Cyprus,CYP,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Czech Republic,CZE,0.618265324147677,2.31926595438274,1.87319195734812,1.56100451210063,1.22405790827983,1.19343427543239,1.2576331180628,1.34814644255123,1.38642592294051,1.9611256164781,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Denmark,DNK,2.67107997844662,24.3363936426927,20.611256056653,17.8985654695289,19.3412715752676,18.3354863535168,20.3437805568422,16.5786784741144,13.6459791063234,9.99971082386281,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Dominican Republic,DOM,0,0,9.93506493506494,13.7152414802425,13.8992474066038,13.9072387177526,20.4865640490477,21.146344532528,24.7789697041141,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Ecuador,ECU,0,0,12.143059089624,12.2669763461891,9.33283756506959,10.6412739401765,11.2014730704312,9.41056317478844,10.2289140806233,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Egypt, Arab Rep.",EGY,44.8007383566831,53.7424977285234,74.3507759494658,74.4807358805712,72.8594322344322,74.3661870503597,76.4768794790049,79.6939125573358,75.7769341218272,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,El Salvador,SLV,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Eritrea,ERI,..,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Estonia,EST,5.57010651300856,7.00105720662516,5.53842992190711,2.8219852337982,3.99773178338531,1.2302084519877,2.3372415921012,1.93903668657411,1.05289546252194,0.669626062749229,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Ethiopia,ETH,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Finland,FIN,8.56060466741453,14.4794763320375,14.9730865967607,12.9937105370044,14.2429134112481,13.5896866587106,13.9572073188873,12.8523019556076,9.55411298455944,9.80610590143129,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,France,FRA,0.725551294343241,2.14824655019292,3.82329221302906,3.89751280292274,3.84473483557451,3.86484448633365,4.20976904566992,4.81838532314968,3.89991365702712,3.09932720167814,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Gabon,GAB,16.359918200409,17.8707224334601,16.3056558363418,16.1031518624642,24.4034707158351,31.5281501340483,38.4537645275392,43.5748792270531,40.4642694583523,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Georgia,GEO,15.622267560478,17.3760775862069,26.7325373953616,17.8828612578012,15.1307228203005,12.9352652488899,7.1612011062821,22.5328624681185,25.4976792160908,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Germany,DEU,7.39599271002992,9.1828577326152,12.1435995437568,12.5734569305429,14.2428042941543,13.928503582284,14.4319819057142,14.3747260316864,12.4530415288603,10.6207747441792,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Ghana,GHA,0,0,0,0,0,0.223264121455682,10.7406314547064,24.3214285714286,12.0425815036593,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Greece,GRC,0.264557872034508,11.0809546092653,17.6307349739943,21.964248696401,21.9306332655137,18.0426883163649,17.1352868373804,23.5550598255932,21.9858156028369,21.0356827507401,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Guatemala,GTM,0,0,0,0,0,0,0,0,0,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Haiti,HTI,0,0,0,0,0,0,0,0,0,..,..,..
